start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,connections,start station latitude
456,E 53 St & Madison Ave,407597,-739740,442,W 27 St & 7 Ave,407466,-739939,1,407597
2022,E 59 St & Sutton Pl,407584,-739592,442,W 27 St & 7 Ave,407466,-739939,1,407584
263,Elizabeth St & Hester St,407172,-739963,442,W 27 St & 7 Ave,407466,-739939,1,407172
501,FDR Drive & E 35 St,407442,-739712,442,W 27 St & 7 Ave,407466,-739939,1,407442
412,Forsyth St & Canal St,407158,-739942,442,W 27 St & 7 Ave,407466,-739939,1,407158
351,Front St & Maiden Ln,407053,-740061,442,W 27 St & 7 Ave,407466,-739939,1,407053
316,Fulton St & William St,407095,-740065,442,W 27 St & 7 Ave,407466,-739939,1,407095
249,Harrison St & Hudson St,407187,-740090,442,W 27 St & 7 Ave,407466,-739939,1,407187
502,Henry St & Grand St,407142,-739813,442,W 27 St & 7 Ave,407466,-739939,1,407142
268,Howard St & Centre St,407191,-739997,442,W 27 St & 7 Ave,407466,-739939,1,407191
233,Joralemon St & Adams St,406924,-739896,442,W 27 St & 7 Ave,407466,-739939,1,406924
303,Mercer St & Spring St,407236,-739994,442,W 27 St & 7 Ave,407466,-739939,1,407236
331,Pike St & Monroe St,407117,-739919,442,W 27 St & 7 Ave,407466,-739939,1,407117
3002,South End Ave & Liberty St,407115,-740157,442,W 27 St & 7 Ave,407466,-739939,1,407115
259,South St & Whitehall St,407012,-740123,442,W 27 St & 7 Ave,407466,-739939,1,407012
82,St James Pl & Pearl St,407111,-740001,442,W 27 St & 7 Ave,407466,-739939,1,407111
438,St Marks Pl & 1 Ave,407277,-739856,442,W 27 St & 7 Ave,407466,-739939,1,407277
265,Stanton St & Chrystie St,407222,-739914,442,W 27 St & 7 Ave,407466,-739939,1,407222
508,W 46 St & 11 Ave,407634,-739966,442,W 27 St & 7 Ave,407466,-739939,1,407634
520,W 52 St & 5 Ave,407599,-739764,442,W 27 St & 7 Ave,407466,-739939,1,407599
422,W 59 St & 10 Ave,407705,-739880,442,W 27 St & 7 Ave,407466,-739939,1,407705
534,Water - Whitehall Plaza,407025,-740127,442,W 27 St & 7 Ave,407466,-739939,1,407025
363,West Thames St,407083,-740171,442,W 27 St & 7 Ave,407466,-739939,1,407083
2003,1 Ave & E 18 St,407341,-739802,512,W 29 St & 9 Ave,407500,-739983,1,407341
455,1 Ave & E 44 St,407500,-739690,512,W 29 St & 9 Ave,407500,-739983,1,407500
528,2 Ave & E 31 St,407429,-739770,512,W 29 St & 9 Ave,407500,-739983,1,407429
377,6 Ave & Canal St,407224,-740056,512,W 29 St & 9 Ave,407500,-739983,1,407224
490,8 Ave & W 33 St,407515,-739939,512,W 29 St & 9 Ave,407500,-739983,1,407515
404,9 Ave & W 14 St,407405,-740055,512,W 29 St & 9 Ave,407500,-739983,1,407405
368,Carmine St & 6 Ave,407303,-740021,512,W 29 St & 9 Ave,407500,-739983,1,407303
296,Division St & Bowery,407141,-739970,512,W 29 St & 9 Ave,407500,-739983,1,407141
280,E 10 St & 5 Ave,407333,-739951,512,W 29 St & 9 Ave,407500,-739983,1,407333
357,E 11 St & Broadway,407326,-739915,512,W 29 St & 9 Ave,407500,-739983,1,407326
483,E 12 St & 3 Ave,407322,-739888,512,W 29 St & 9 Ave,407500,-739983,1,407322
403,E 2 St & 2 Ave,407250,-739906,512,W 29 St & 9 Ave,407500,-739983,1,407250
503,E 20 St & Park Ave,407382,-739875,512,W 29 St & 9 Ave,407500,-739983,1,407382
545,E 23 St & 1 Ave,407365,-739780,512,W 29 St & 9 Ave,407500,-739983,1,407365
2012,E 27 St & 1 Ave,407394,-739768,512,W 29 St & 9 Ave,407500,-739983,1,407394
428,E 3 St & 1 Ave,407246,-739878,512,W 29 St & 9 Ave,407500,-739983,1,407246
527,E 33 St & 1 Ave,407431,-739743,512,W 29 St & 9 Ave,407500,-739983,1,407431
160,E 37 St & Lexington Ave,407482,-739783,512,W 29 St & 9 Ave,407500,-739983,1,407482
167,E 39 St & 3 Ave,407489,-739760,512,W 29 St & 9 Ave,407500,-739983,1,407489
439,E 4 St & 2 Ave,407262,-739897,512,W 29 St & 9 Ave,407500,-739983,1,407262
440,E 45 St & 3 Ave,407525,-739728,512,W 29 St & 9 Ave,407500,-739983,1,407525
516,E 47 St & 1 Ave,407520,-739678,512,W 29 St & 9 Ave,407500,-739983,1,407520
359,E 47 St & Park Ave,407551,-739749,512,W 29 St & 9 Ave,407500,-739983,1,407551
228,E 48 St & 3 Ave,407546,-739718,512,W 29 St & 9 Ave,407500,-739983,1,407546
454,E 51 St & 1 Ave,407545,-739659,512,W 29 St & 9 Ave,407500,-739983,1,407545
367,E 53 St & Lexington Ave,407582,-739706,512,W 29 St & 9 Ave,407500,-739983,1,407582
456,E 53 St & Madison Ave,407597,-739740,512,W 29 St & 9 Ave,407500,-739983,1,407597
432,E 7 St & Avenue A,407262,-739837,512,W 29 St & 9 Ave,407500,-739983,1,407262
263,Elizabeth St & Hester St,407172,-739963,512,W 29 St & 9 Ave,407500,-739983,1,407172
293,Lafayette St & E 8 St,407302,-739907,512,W 29 St & 9 Ave,407500,-739983,1,407302
537,Lexington Ave & E 24 St,407402,-739840,512,W 29 St & 9 Ave,407500,-739983,1,407402
251,Mott St & Prince St,407231,-739948,512,W 29 St & 9 Ave,407500,-739983,1,407231
309,Murray St & West St,407149,-740130,512,W 29 St & 9 Ave,407500,-739983,1,407149
247,Perry St & Bleecker St,407353,-740048,512,W 29 St & 9 Ave,407500,-739983,1,407353
300,Shevchenko Pl & E 6 St,407281,-739902,512,W 29 St & 9 Ave,407500,-739983,1,407281
259,South St & Whitehall St,407012,-740123,512,W 29 St & 9 Ave,407500,-739983,1,407012
438,St Marks Pl & 1 Ave,407277,-739856,512,W 29 St & 9 Ave,407500,-739983,1,407277
341,Stanton St & Mangin St,407178,-739762,512,W 29 St & 9 Ave,407500,-739983,1,407178
427,State St,407025,-740142,512,W 29 St & 9 Ave,407500,-739983,1,407025
410,Suffolk St & Stanton St,407206,-739851,512,W 29 St & 9 Ave,407500,-739983,1,407206
327,Vesey Pl & River Terrace,407153,-740165,512,W 29 St & 9 Ave,407500,-739983,1,407153
525,W 34 St & 11 Ave,407559,-740021,512,W 29 St & 9 Ave,407500,-739983,1,407559
529,W 42 St & 8 Ave,407575,-739909,512,W 29 St & 9 Ave,407500,-739983,1,407575
72,W 52 St & 11 Ave,407672,-739939,512,W 29 St & 9 Ave,407500,-739983,1,407672
520,W 52 St & 5 Ave,407599,-739764,512,W 29 St & 9 Ave,407500,-739983,1,407599
352,W 56 St & 6 Ave,407634,-739772,512,W 29 St & 9 Ave,407500,-739983,1,407634
422,W 59 St & 10 Ave,407705,-739880,512,W 29 St & 9 Ave,407500,-739983,1,407705
348,W Broadway & Spring St,407249,-740015,512,W 29 St & 9 Ave,407500,-739983,1,407249
347,W Houston St & Hudson St,407287,-740074,512,W 29 St & 9 Ave,407500,-739983,1,407287
313,Washington Ave & Park Ave,406961,-739675,512,W 29 St & 9 Ave,407500,-739983,1,406961
405,Washington St & Gansevoort St,407393,-740081,512,W 29 St & 9 Ave,407500,-739983,1,407393
328,Watts St & Greenwich St,407240,-740096,512,W 29 St & 9 Ave,407500,-739983,1,407240
458,11 Ave & W 27 St,407513,-740052,379,W 31 St & 7 Ave,407491,-739916,1,407513
2004,6 Ave & Broome St,407243,-740047,379,W 31 St & 7 Ave,407491,-739916,1,407243
377,6 Ave & Canal St,407224,-740056,379,W 31 St & 7 Ave,407491,-739916,1,407224
505,6 Ave & W 33 St,407490,-739884,379,W 31 St & 7 Ave,407491,-739916,1,407490
447,8 Ave & W 52 St,407637,-739851,379,W 31 St & 7 Ave,407491,-739916,1,407637
401,Allen St & Rivington St,407201,-739899,379,W 31 St & 7 Ave,407491,-739916,1,407201
127,Barrow St & Hudson St,407317,-740067,379,W 31 St & 7 Ave,407491,-739916,1,407317
304,Broadway & Battery Pl,407046,-740136,379,W 31 St & 7 Ave,407491,-739916,1,407046
267,Broadway & W 36 St,407509,-739876,379,W 31 St & 7 Ave,407491,-739916,1,407509
362,Broadway & W 37 St,407517,-739875,379,W 31 St & 7 Ave,407491,-739916,1,407517
306,Cliff St & Fulton St,407082,-740053,379,W 31 St & 7 Ave,407491,-739916,1,407082
483,E 12 St & 3 Ave,407322,-739888,379,W 31 St & 7 Ave,407491,-739916,1,407322
454,E 51 St & 1 Ave,407545,-739659,379,W 31 St & 7 Ave,407491,-739916,1,407545
385,E 55 St & 2 Ave,407579,-739660,379,W 31 St & 7 Ave,407491,-739916,1,407579
2023,E 55 St & Lexington Ave,407596,-739703,379,W 31 St & 7 Ave,407491,-739916,1,407596
2022,E 59 St & Sutton Pl,407584,-739592,379,W 31 St & 7 Ave,407491,-739916,1,407584
501,FDR Drive & E 35 St,407442,-739712,379,W 31 St & 7 Ave,407491,-739916,1,407442
531,Forsyth St & Broome St,407189,-739926,379,W 31 St & 7 Ave,407491,-739916,1,407189
384,Fulton St & Waverly Ave,406831,-739659,379,W 31 St & 7 Ave,407491,-739916,1,406831
316,Fulton St & William St,407095,-740065,379,W 31 St & 7 Ave,407491,-739916,1,407095
257,Lispenard St & Broadway,407193,-740024,379,W 31 St & 7 Ave,407491,-739916,1,407193
252,MacDougal St & Washington Sq,407322,-739985,379,W 31 St & 7 Ave,407491,-739916,1,407322
264,Maiden Ln & Pearl St,407070,-740073,379,W 31 St & 7 Ave,407491,-739916,1,407070
311,Norfolk St & Broome St,407172,-739880,379,W 31 St & 7 Ave,407491,-739916,1,407172
330,Reade St & Broadway,407145,-740056,379,W 31 St & 7 Ave,407491,-739916,1,407145
532,S 5 Pl & S 4 St,407104,-739608,379,W 31 St & 7 Ave,407491,-739916,1,407104
265,Stanton St & Chrystie St,407222,-739914,379,W 31 St & 7 Ave,407491,-739916,1,407222
336,Sullivan St & Washington Sq,407304,-739990,379,W 31 St & 7 Ave,407491,-739916,1,407304
225,W 14 St & The High Line,407419,-740080,379,W 31 St & 7 Ave,407491,-739916,1,407419
482,W 15 St & 7 Ave,407393,-739993,379,W 31 St & 7 Ave,407491,-739916,1,407393
116,W 17 St & 8 Ave,407417,-740014,379,W 31 St & 7 Ave,407491,-739916,1,407417
459,W 20 St & 11 Ave,407467,-740077,379,W 31 St & 7 Ave,407491,-739916,1,407467
470,W 20 St & 8 Ave,407434,-740000,379,W 31 St & 7 Ave,407491,-739916,1,407434
525,W 34 St & 11 Ave,407559,-740021,379,W 31 St & 7 Ave,407491,-739916,1,407559
2021,W 45 St & 8 Ave,407592,-739885,379,W 31 St & 7 Ave,407491,-739916,1,407592
495,W 47 St & 10 Ave,407626,-739930,379,W 31 St & 7 Ave,407491,-739916,1,407626
72,W 52 St & 11 Ave,407672,-739939,379,W 31 St & 7 Ave,407491,-739916,1,407672
449,W 52 St & 9 Ave,407646,-739878,379,W 31 St & 7 Ave,407491,-739916,1,407646
422,W 59 St & 10 Ave,407705,-739880,379,W 31 St & 7 Ave,407491,-739916,1,407705
152,Warren St & Church St,407147,-740091,379,W 31 St & 7 Ave,407491,-739916,1,407147
335,Washington Pl & Broadway,407290,-739940,379,W 31 St & 7 Ave,407491,-739916,1,407290
294,Washington Square E,407304,-739957,379,W 31 St & 7 Ave,407491,-739916,1,407304
244,Willoughby Ave & Hall St,406919,-739653,379,W 31 St & 7 Ave,407491,-739916,1,406919
504,1 Ave & E 15 St,407322,-739816,492,W 33 St & 7 Ave,407501,-739909,1,407322
2003,1 Ave & E 18 St,407341,-739802,492,W 33 St & 7 Ave,407501,-739909,1,407341
489,10 Ave & W 28 St,407506,-740017,492,W 33 St & 7 Ave,407501,-739909,1,407506
458,11 Ave & W 27 St,407513,-740052,492,W 33 St & 7 Ave,407501,-739909,1,407513
521,8 Ave & W 31 St,407504,-739948,492,W 33 St & 7 Ave,407501,-739909,1,407504
463,9 Ave & W 16 St,407420,-740044,492,W 33 St & 7 Ave,407501,-739909,1,407420
434,9 Ave & W 18 St,407431,-740036,492,W 33 St & 7 Ave,407501,-739909,1,407431
509,9 Ave & W 22 St,407454,-740019,492,W 33 St & 7 Ave,407501,-739909,1,407454
479,9 Ave & W 45 St,407601,-739912,492,W 33 St & 7 Ave,407501,-739909,1,407601
361,Allen St & Hester St,407160,-739919,492,W 33 St & 7 Ave,407501,-739909,1,407160
401,Allen St & Rivington St,407201,-739899,492,W 33 St & 7 Ave,407501,-739909,1,407201
302,Avenue D & E 3 St,407208,-739779,492,W 33 St & 7 Ave,407501,-739909,1,407208
417,Barclay St & Church St,407129,-740102,492,W 33 St & 7 Ave,407501,-739909,1,407129
127,Barrow St & Hudson St,407317,-740067,492,W 33 St & 7 Ave,407501,-739909,1,407317
285,Broadway & E 14 St,407345,-739907,492,W 33 St & 7 Ave,407501,-739909,1,407345
469,Broadway & W 53 St,407634,-739826,492,W 33 St & 7 Ave,407501,-739909,1,407634
332,Cherry St,407121,-739794,492,W 33 St & 7 Ave,407501,-739909,1,407121
151,Cleveland Pl & Spring St,407218,-739972,492,W 33 St & 7 Ave,407501,-739909,1,407218
306,Cliff St & Fulton St,407082,-740053,492,W 33 St & 7 Ave,407501,-739909,1,407082
297,E 15 St & 3 Ave,407342,-739869,492,W 33 St & 7 Ave,407501,-739909,1,407342
301,E 2 St & Avenue B,407221,-739836,492,W 33 St & 7 Ave,407501,-739909,1,407221
487,E 20 St & FDR Drive,407331,-739757,492,W 33 St & 7 Ave,407501,-739909,1,407331
393,E 5 St & Avenue C,407229,-739799,492,W 33 St & 7 Ave,407501,-739909,1,407229
317,E 6 St & Avenue B,407245,-739818,492,W 33 St & 7 Ave,407501,-739909,1,407245
384,Fulton St & Waverly Ave,406831,-739659,492,W 33 St & 7 Ave,407501,-739909,1,406831
252,MacDougal St & Washington Sq,407322,-739985,492,W 33 St & 7 Ave,407501,-739909,1,407322
400,Pitt St & Stanton St,407192,-739817,492,W 33 St & 7 Ave,407501,-739909,1,407192
473,Rivington St & Chrystie St,407211,-739919,492,W 33 St & 7 Ave,407501,-739909,1,407211
236,St Marks Pl & 2 Ave,407284,-739871,492,W 33 St & 7 Ave,407501,-739909,1,407284
341,Stanton St & Mangin St,407178,-739762,492,W 33 St & 7 Ave,407501,-739909,1,407178
336,Sullivan St & Washington Sq,407304,-739990,492,W 33 St & 7 Ave,407501,-739909,1,407304
253,W 13 St & 5 Ave,407354,-739945,492,W 33 St & 7 Ave,407501,-739909,1,407354
459,W 20 St & 11 Ave,407467,-740077,492,W 33 St & 7 Ave,407501,-739909,1,407467
462,W 22 St & 10 Ave,407469,-740045,492,W 33 St & 7 Ave,407501,-739909,1,407469
442,W 27 St & 7 Ave,407466,-739939,492,W 33 St & 7 Ave,407501,-739909,1,407466
379,W 31 St & 7 Ave,407491,-739916,492,W 33 St & 7 Ave,407501,-739909,1,407491
380,W 4 St & 7 Ave S,407340,-740029,492,W 33 St & 7 Ave,407501,-739909,1,407340
508,W 46 St & 11 Ave,407634,-739966,492,W 33 St & 7 Ave,407501,-739909,1,407634
449,W 52 St & 9 Ave,407646,-739878,492,W 33 St & 7 Ave,407501,-739909,1,407646
423,W 54 St & 9 Ave,407658,-739869,492,W 33 St & 7 Ave,407501,-739909,1,407658
422,W 59 St & 10 Ave,407705,-739880,492,W 33 St & 7 Ave,407501,-739909,1,407705
335,Washington Pl & Broadway,407290,-739940,492,W 33 St & 7 Ave,407501,-739909,1,407290
426,West St & Chambers St,407175,-740132,492,W 33 St & 7 Ave,407501,-739909,1,407175
504,1 Ave & E 15 St,407322,-739816,525,W 34 St & 11 Ave,407559,-740021,1,407322
290,2 Ave & E 58 St,407602,-739647,525,W 34 St & 11 Ave,407559,-740021,1,407602
474,5 Ave & E 29 St,407451,-739868,525,W 34 St & 11 Ave,407559,-740021,1,407451
434,9 Ave & W 18 St,407431,-740036,525,W 34 St & 11 Ave,407559,-740021,1,407431
361,Allen St & Hester St,407160,-739919,525,W 34 St & 11 Ave,407559,-740021,1,407160
302,Avenue D & E 3 St,407208,-739779,525,W 34 St & 11 Ave,407559,-740021,1,407208
346,Bank St & Hudson St,407365,-740061,525,W 34 St & 11 Ave,407559,-740021,1,407365
417,Barclay St & Church St,407129,-740102,525,W 34 St & 11 Ave,407559,-740021,1,407129
296,Division St & Bowery,407141,-739970,525,W 34 St & 11 Ave,407559,-740021,1,407141
280,E 10 St & 5 Ave,407333,-739951,525,W 34 St & 11 Ave,407559,-740021,1,407333
483,E 12 St & 3 Ave,407322,-739888,525,W 34 St & 11 Ave,407559,-740021,1,407322
433,E 13 St & Avenue A,407295,-739805,525,W 34 St & 11 Ave,407559,-740021,1,407295
325,E 19 St & 3 Ave,407362,-739847,525,W 34 St & 11 Ave,407559,-740021,1,407362
461,E 20 St & 2 Ave,407358,-739820,525,W 34 St & 11 Ave,407559,-740021,1,407358
545,E 23 St & 1 Ave,407365,-739780,525,W 34 St & 11 Ave,407559,-740021,1,407365
428,E 3 St & 1 Ave,407246,-739878,525,W 34 St & 11 Ave,407559,-740021,1,407246
160,E 37 St & Lexington Ave,407482,-739783,525,W 34 St & 11 Ave,407559,-740021,1,407482
516,E 47 St & 1 Ave,407520,-739678,525,W 34 St & 11 Ave,407559,-740021,1,407520
359,E 47 St & Park Ave,407551,-739749,525,W 34 St & 11 Ave,407559,-740021,1,407551
441,E 52 St & 2 Ave,407560,-739674,525,W 34 St & 11 Ave,407559,-740021,1,407560
317,E 6 St & Avenue B,407245,-739818,525,W 34 St & 11 Ave,407559,-740021,1,407245
2010,Grand St & Greene St,407216,-740023,525,W 34 St & 11 Ave,407559,-740021,1,407216
383,Greenwich Ave & Charles St,407352,-740002,525,W 34 St & 11 Ave,407559,-740021,1,407352
147,Greenwich St & Warren St,407154,-740112,525,W 34 St & 11 Ave,407559,-740021,1,407154
268,Howard St & Centre St,407191,-739997,525,W 34 St & 11 Ave,407559,-740021,1,407191
540,Lexington Ave & E 26 St,407414,-739832,525,W 34 St & 11 Ave,407559,-740021,1,407414
291,Madison St & Montgomery St,407131,-739848,525,W 34 St & 11 Ave,407559,-740021,1,407131
251,Mott St & Prince St,407231,-739948,525,W 34 St & 11 Ave,407559,-740021,1,407231
144,Nassau St & Navy St,406983,-739806,525,W 34 St & 11 Ave,407559,-740021,1,406983
337,Old Slip & Front St,407037,-740083,525,W 34 St & 11 Ave,407559,-740021,1,407037
247,Perry St & Bleecker St,407353,-740048,525,W 34 St & 11 Ave,407559,-740021,1,407353
308,St James Pl & Oliver St,407130,-739985,525,W 34 St & 11 Ave,407559,-740021,1,407130
345,W 13 St & 6 Ave,407364,-739970,525,W 34 St & 11 Ave,407559,-740021,1,407364
470,W 20 St & 8 Ave,407434,-740000,525,W 34 St & 11 Ave,407559,-740021,1,407434
446,W 24 St & 7 Ave,407448,-739952,525,W 34 St & 11 Ave,407559,-740021,1,407448
466,W 25 St & 6 Ave,407439,-739914,525,W 34 St & 11 Ave,407559,-740021,1,407439
485,W 37 St & 5 Ave,407503,-739833,525,W 34 St & 11 Ave,407559,-740021,1,407503
380,W 4 St & 7 Ave S,407340,-740029,525,W 34 St & 11 Ave,407559,-740021,1,407340
524,W 43 St & 6 Ave,407552,-739831,525,W 34 St & 11 Ave,407559,-740021,1,407552
2021,W 45 St & 8 Ave,407592,-739885,525,W 34 St & 11 Ave,407559,-740021,1,407592
510,W 51 St & 6 Ave,407606,-739804,525,W 34 St & 11 Ave,407559,-740021,1,407606
520,W 52 St & 5 Ave,407599,-739764,525,W 34 St & 11 Ave,407559,-740021,1,407599
352,W 56 St & 6 Ave,407634,-739772,525,W 34 St & 11 Ave,407559,-740021,1,407634
152,Warren St & Church St,407147,-740091,525,W 34 St & 11 Ave,407559,-740021,1,407147
335,Washington Pl & Broadway,407290,-739940,525,W 34 St & 11 Ave,407559,-740021,1,407290
294,Washington Square E,407304,-739957,525,W 34 St & 11 Ave,407559,-740021,1,407304
528,2 Ave & E 31 St,407429,-739770,448,W 37 St & 10 Ave,407566,-739979,1,407429
404,9 Ave & W 14 St,407405,-740055,448,W 37 St & 10 Ave,407566,-739979,1,407405
346,Bank St & Hudson St,407365,-740061,448,W 37 St & 10 Ave,407566,-739979,1,407365
356,Bialystoker Pl & Delancey St,407162,-739826,448,W 37 St & 10 Ave,407566,-739979,1,407162
368,Carmine St & 6 Ave,407303,-740021,448,W 37 St & 10 Ave,407566,-739979,1,407303
2006,Central Park S & 6 Ave,407659,-739763,448,W 37 St & 10 Ave,407566,-739979,1,407659
421,Clermont Ave & Park Ave,406957,-739712,448,W 37 St & 10 Ave,407566,-739979,1,406957
306,Cliff St & Fulton St,407082,-740053,448,W 37 St & 10 Ave,407566,-739979,1,407082
445,E 10 St & Avenue A,407274,-739814,448,W 37 St & 10 Ave,407566,-739979,1,407274
483,E 12 St & 3 Ave,407322,-739888,448,W 37 St & 10 Ave,407566,-739979,1,407322
433,E 13 St & Avenue A,407295,-739805,448,W 37 St & 10 Ave,407566,-739979,1,407295
511,E 14 St & Avenue B,407293,-739777,448,W 37 St & 10 Ave,407566,-739979,1,407293
297,E 15 St & 3 Ave,407342,-739869,448,W 37 St & 10 Ave,407566,-739979,1,407342
496,E 16 St & 5 Ave,407372,-739923,448,W 37 St & 10 Ave,407566,-739979,1,407372
325,E 19 St & 3 Ave,407362,-739847,448,W 37 St & 10 Ave,407566,-739979,1,407362
301,E 2 St & Avenue B,407221,-739836,448,W 37 St & 10 Ave,407566,-739979,1,407221
507,E 25 St & 2 Ave,407391,-739797,448,W 37 St & 10 Ave,407566,-739979,1,407391
2012,E 27 St & 1 Ave,407394,-739768,448,W 37 St & 10 Ave,407566,-739979,1,407394
428,E 3 St & 1 Ave,407246,-739878,448,W 37 St & 10 Ave,407566,-739979,1,407246
160,E 37 St & Lexington Ave,407482,-739783,448,W 37 St & 10 Ave,407566,-739979,1,407482
2017,E 43 St & 2 Ave,407502,-739712,448,W 37 St & 10 Ave,407566,-739979,1,407502
440,E 45 St & 3 Ave,407525,-739728,448,W 37 St & 10 Ave,407566,-739979,1,407525
441,E 52 St & 2 Ave,407560,-739674,448,W 37 St & 10 Ave,407566,-739979,1,407560
456,E 53 St & Madison Ave,407597,-739740,448,W 37 St & 10 Ave,407566,-739979,1,407597
2023,E 55 St & Lexington Ave,407596,-739703,448,W 37 St & 10 Ave,407566,-739979,1,407596
137,E 56 St & Madison Ave,407616,-739729,448,W 37 St & 10 Ave,407566,-739979,1,407616
79,Franklin St & W Broadway,407191,-740066,448,W 37 St & 10 Ave,407566,-739979,1,407191
383,Greenwich Ave & Charles St,407352,-740002,448,W 37 St & 10 Ave,407566,-739979,1,407352
147,Greenwich St & Warren St,407154,-740112,448,W 37 St & 10 Ave,407566,-739979,1,407154
161,LaGuardia Pl & W 3 St,407291,-739981,448,W 37 St & 10 Ave,407566,-739979,1,407291
540,Lexington Ave & E 26 St,407414,-739832,448,W 37 St & 10 Ave,407566,-739979,1,407414
195,Liberty St & Broadway,407090,-740104,448,W 37 St & 10 Ave,407566,-739979,1,407090
257,Lispenard St & Broadway,407193,-740024,448,W 37 St & 10 Ave,407566,-739979,1,407193
128,MacDougal St & Prince St,407271,-740029,448,W 37 St & 10 Ave,407566,-739979,1,407271
252,MacDougal St & Washington Sq,407322,-739985,448,W 37 St & 10 Ave,407566,-739979,1,407322
3002,South End Ave & Liberty St,407115,-740157,448,W 37 St & 10 Ave,407566,-739979,1,407115
265,Stanton St & Chrystie St,407222,-739914,448,W 37 St & 10 Ave,407566,-739979,1,407222
253,W 13 St & 5 Ave,407354,-739945,448,W 37 St & 10 Ave,407566,-739979,1,407354
334,W 20 St & 7 Ave,407423,-739972,448,W 37 St & 10 Ave,407566,-739979,1,407423
380,W 4 St & 7 Ave S,407340,-740029,448,W 37 St & 10 Ave,407566,-739979,1,407340
328,Watts St & Greenwich St,407240,-740096,448,W 37 St & 10 Ave,407566,-739979,1,407240
489,10 Ave & W 28 St,407506,-740017,485,W 37 St & 5 Ave,407503,-739833,1,407506
2004,6 Ave & Broome St,407243,-740047,485,W 37 St & 5 Ave,407503,-739833,1,407243
447,8 Ave & W 52 St,407637,-739851,485,W 37 St & 5 Ave,407503,-739833,1,407637
463,9 Ave & W 16 St,407420,-740044,485,W 37 St & 5 Ave,407503,-739833,1,407420
509,9 Ave & W 22 St,407454,-740019,485,W 37 St & 5 Ave,407503,-739833,1,407454
401,Allen St & Rivington St,407201,-739899,485,W 37 St & 5 Ave,407503,-739833,1,407201
465,Broadway & W 41 St,407551,-739865,485,W 37 St & 5 Ave,407503,-739833,1,407551
358,Christopher St & Greenwich St,407329,-740071,485,W 37 St & 5 Ave,407503,-739833,1,407329
151,Cleveland Pl & Spring St,407218,-739972,485,W 37 St & 5 Ave,407503,-739833,1,407218
409,DeKalb Ave & Skillman St,406906,-739564,485,W 37 St & 5 Ave,407503,-739833,1,406906
445,E 10 St & Avenue A,407274,-739814,485,W 37 St & 5 Ave,407503,-739833,1,407274
237,E 11 St & 2 Ave,407304,-739867,485,W 37 St & 5 Ave,407503,-739833,1,407304
357,E 11 St & Broadway,407326,-739915,485,W 37 St & 5 Ave,407503,-739833,1,407326
483,E 12 St & 3 Ave,407322,-739888,485,W 37 St & 5 Ave,407503,-739833,1,407322
297,E 15 St & 3 Ave,407342,-739869,485,W 37 St & 5 Ave,407503,-739833,1,407342
475,E 16 St & Irving Pl,407352,-739875,485,W 37 St & 5 Ave,407503,-739833,1,407352
301,E 2 St & Avenue B,407221,-739836,485,W 37 St & 5 Ave,407503,-739833,1,407221
2012,E 27 St & 1 Ave,407394,-739768,485,W 37 St & 5 Ave,407503,-739833,1,407394
2017,E 43 St & 2 Ave,407502,-739712,485,W 37 St & 5 Ave,407503,-739833,1,407502
164,E 47 St & 2 Ave,407532,-739703,485,W 37 St & 5 Ave,407503,-739833,1,407532
441,E 52 St & 2 Ave,407560,-739674,485,W 37 St & 5 Ave,407503,-739833,1,407560
464,E 56 St & 3 Ave,407593,-739675,485,W 37 St & 5 Ave,407503,-739833,1,407593
2022,E 59 St & Sutton Pl,407584,-739592,485,W 37 St & 5 Ave,407503,-739833,1,407584
432,E 7 St & Avenue A,407262,-739837,485,W 37 St & 5 Ave,407503,-739833,1,407262
263,Elizabeth St & Hester St,407172,-739963,485,W 37 St & 5 Ave,407503,-739833,1,407172
229,Great Jones St,407274,-739937,485,W 37 St & 5 Ave,407503,-739833,1,407274
323,Lawrence St & Willoughby St,406923,-739863,485,W 37 St & 5 Ave,407503,-739833,1,406923
300,Shevchenko Pl & E 6 St,407281,-739902,485,W 37 St & 5 Ave,407503,-739833,1,407281
308,St James Pl & Oliver St,407130,-739985,485,W 37 St & 5 Ave,407503,-739833,1,407130
265,Stanton St & Chrystie St,407222,-739914,485,W 37 St & 5 Ave,407503,-739833,1,407222
327,Vesey Pl & River Terrace,407153,-740165,485,W 37 St & 5 Ave,407503,-739833,1,407153
212,W 16 St & The High Line,407433,-740068,485,W 37 St & 5 Ave,407503,-739833,1,407433
525,W 34 St & 11 Ave,407559,-740021,485,W 37 St & 5 Ave,407503,-739833,1,407559
477,W 41 St & 8 Ave,407564,-739900,485,W 37 St & 5 Ave,407503,-739833,1,407564
515,W 43 St & 10 Ave,407600,-739946,485,W 37 St & 5 Ave,407503,-739833,1,407600
524,W 43 St & 6 Ave,407552,-739831,485,W 37 St & 5 Ave,407503,-739833,1,407552
508,W 46 St & 11 Ave,407634,-739966,485,W 37 St & 5 Ave,407503,-739833,1,407634
72,W 52 St & 11 Ave,407672,-739939,485,W 37 St & 5 Ave,407503,-739833,1,407672
449,W 52 St & 9 Ave,407646,-739878,485,W 37 St & 5 Ave,407503,-739833,1,407646
480,W 53 St & 10 Ave,407666,-739906,485,W 37 St & 5 Ave,407503,-739833,1,407666
